image_path,smiles,T,P,Leak Size,Material Quantity,Number of carbon atoms,Number of hydrogen atoms,Number of oxygen atoms,Number of nitrogen atoms,Number of sulfur atoms,Number of halogen atoms,Molecular Weight,NFPA fire rating,DM,¦ÅHOMO,¦ÅLUMO,¦Ì,¦Ç,¦Ø,log(Late Pool Fire)
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,100,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.941212
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,100,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.924229
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,100,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.91634
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,100,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.900455
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,100,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.851491
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,500,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.006235
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,500,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.985476
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,500,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.966724
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,500,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.959796
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,500,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.908426
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1000,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.036174
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,1000,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.01554
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,1000,25,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.947425
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.866535
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,1,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.853899
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,1,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.351342
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,1,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.345015
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,50,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.937135
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,50,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.928355
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,50,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.922214
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,50,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.908386
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,50,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.878189
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,100,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.977164
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,100,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.967159
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,100,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.961345
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,100,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.951075
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,100,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.896846
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,500,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.076721
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,500,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.062702
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,500,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.05655
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,500,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.057438
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1000,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.121087
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,1000,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.108426
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,1000,50,500,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.026178
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,0.723512
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,1,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,0.71209
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,1,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,0.705993
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,1,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,0.693316
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,50,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.157934
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,50,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.141995
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,50,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.130871
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,50,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.107383
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,50,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.101194
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,100,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.208858
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,100,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.166202
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,100,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.134062
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,100,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.043983
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,100,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.166092
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,500,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.314097
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,1000,2,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.347865
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.078261
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,1,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.066941
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,1,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.0612
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,1,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.0489
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,50,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.496523
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,50,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.479523
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,50,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.468434
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,50,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.445774
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,50,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.42586
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,100,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.554066
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,100,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.523053
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,100,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.503757
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,100,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.46311
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,100,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.491474
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,500,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.508103
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,500,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.640375
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,1000,5,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.681341
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.345525
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,1,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.334345
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,1,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.328687
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,1,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.316524
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,50,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.757946
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,50,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.741219
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,50,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.731149
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,50,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.710417
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,50,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.680616
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,100,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.822657
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,100,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.797619
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,100,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.784527
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,100,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.75896
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,100,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.706435
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,500,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.870682
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,500,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.826956
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,500,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.804564
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,500,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.76142
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,500,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.821423
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1000,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.868622
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,1000,10,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.835454
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.701448
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,1,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.69043
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,1,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.684721
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,50,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.915228
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,50,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.900296
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,50,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.891137
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,50,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.872897
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,50,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.835666
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,100,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.941212
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,100,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.924229
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,100,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.91634
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,100,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.900455
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,100,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.851491
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,500,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.006235
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,500,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.985476
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,500,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.966724
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,500,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.959796
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,500,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.908426
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1000,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.036174
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,1000,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.01554
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,1000,25,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.947425
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.866535
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,1,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.853899
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,1,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.351342
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,1,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.345015
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,50,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.937135
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,50,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.928355
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,50,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.922214
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,50,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.908386
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,50,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.878189
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,100,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.977164
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,100,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.967159
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,100,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.961345
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,100,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.951075
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,100,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,1.896846
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,500,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.076721
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,500,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.062702
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,20,500,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.05655
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,50,500,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.057438
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,-50,1000,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.121087
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,0,1000,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.108426
C:\Users\34841\Desktop\jupyter\tux\molecules_CC(O)C.png,CC(O)C,100,1000,50,5000,3,8,1,0,0,0,60.1,3,1.6155,-0.2611,0.0736,-0.0938,0.3348,0.0131,2.026178
