image_path,smiles,T,P,Leak Size,Material Quantity,Number of carbon atoms,Number of hydrogen atoms,Number of oxygen atoms,Number of nitrogen atoms,Number of sulfur atoms,Number of halogen atoms,Molecular Weight,NFPA fire rating,DM,¦ÅHOMO,¦ÅLUMO,¦Ì,¦Ç,¦Ø,log(Late Pool Fire)
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,2,10,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0156,0.444741
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,5,10,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0156,0.962207
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,10,10,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.277256
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,25,10,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.617287
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,50,25,10,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.595648
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,50,10,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.809883
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,50,50,10,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.904371
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,2,500,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,0.444741
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,5,500,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,0.962207
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,10,500,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.277256
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,25,500,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.617182
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,50,25,500,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.658368
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,50,500,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.85218
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,50,50,500,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.898045
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,100,50,500,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.887898
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,2,5000,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,0.444741
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,5,5000,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,0.962207
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,1,10,5000,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.277256
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,50,25,5000,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.648725
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,50,50,5000,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,2.093359
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,100,50,5000,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.887898
C:\Users\34841\Desktop\jupyter\tux\molecules_CCC.png,CCC,-50,500,50,5000,3,8,0,0,0,0,44.1,4,0.0554,-0.3245,0.0961,-0.1142,0.4205,0.0155,1.887898
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,1,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.96473
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,1,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.953321
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,1,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.948034
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,1,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.93689
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,1,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.873907
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,50,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.238608
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,50,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.217681
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,50,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.197628
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,50,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.114538
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,50,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.172594
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,100,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.232905
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,100,2,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.219341
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,1,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.181478
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,1,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.174688
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,1,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.171261
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,1,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.164293
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,1,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.5976
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,50,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.410738
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,50,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.393717
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,50,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.383639
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,50,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.362469
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,50,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.348858
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,100,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.436312
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,100,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.385699
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,100,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.281011
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,100,5,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.393099
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,1,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.192551
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,1,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.28862
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,1,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.282164
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,1,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.251517
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,50,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.601352
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,50,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.57754
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,50,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.563876
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,50,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.535045
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,50,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.505627
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,100,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.640037
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,100,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.590983
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,100,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.560394
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,100,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.491397
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,100,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.562902
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,500,10,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.631674
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,1,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.536047
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,1,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.52466
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,1,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.519261
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,1,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.508586
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,1,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.451154
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,50,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.748874
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,50,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.731324
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,50,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.721736
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,50,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.702919
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,50,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.640555
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,100,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.780243
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,100,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.760725
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,100,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.748571
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,100,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.801084
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,100,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.669757
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,500,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.846129
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,500,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.811929
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,500,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.79337
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,500,25,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.761932
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,1,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.676215
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,1,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.663629
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,1,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.657514
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,1,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.645477
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,1,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.583435
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,50,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.784868
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,50,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.777565
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,50,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.772433
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,50,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.761535
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,50,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.686911
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,100,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.838825
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,100,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.830826
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,100,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.824977
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,100,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.812655
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,500,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.960361
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,500,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.944316
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,500,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.936747
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,500,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.923644
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,500,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.852967
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,1000,50,10,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,2.013343
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,1,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.96473
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,1,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.953321
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,1,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.948034
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,1,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.93689
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,1,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.873907
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,50,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.238608
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,50,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.217681
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,50,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.197628
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,50,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.114538
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,50,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.172594
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,100,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.232905
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,100,2,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.219341
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,1,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.181478
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,1,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.174688
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,1,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.171261
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,1,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.164293
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,1,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,0.5976
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,50,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.410738
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,50,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.393717
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,50,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.383639
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,50,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.362469
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,50,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.348858
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,-50,100,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.436312
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,100,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.385699
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,100,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.281011
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,100,100,5,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.393099
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,0,1,10,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.192551
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,20,1,10,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.28862
C:\Users\34841\Desktop\jupyter\tux\molecules_CCCCCCC.png,CCCCCCC,50,1,10,500,7,16,0,0,0,0,100.2,3,0.0543,-0.2994,0.092,-0.1037,0.3914,0.0137,1.282164
